stimulus_id,utterance,relations
scene0627_00-picture-6-38-24-25-39-40-43,the middle picture hanging in a set of 3,picture-basket
scene0313_00-couch-3-7-0-1,the couch away from the other couches ,couch-couch
scene0635_00-file_cabinet-4-2-3-4-39,a brown file cabinet to the left of the brown cabinet  against the wall to the left as you walk in the room ,"file cabinet-cabinet,cabinet-wall"
scene0370_00-chair-4-15-6-13-14,it is the chair at the table that is closest to the do not enter signs ,"chair-sign,chair-table"
scene0499_00-radiator-4-10-2-7-41,this radiator is the one closest to the wooden door ,radiator-door
scene0168_00-desk-5-17-1-14-15-16,the smallest desk in the room ,person
scene0613_00-books-2-19-10,the book closest to the window ,book-window
scene0336_00-picture-5-57-4-8-58-59,the picture hanging above the doorway ,picture-door
scene0272_00-chair-3-3-4-5,the large white chair with a pillow on it ,chair-pillow
scene0242_00-door-3-4-5-7,facing the blue door  the door to the left ,door-door
scene0680_00-chair-5-6-5-7-8-9,the chair that is fully pushed in to the table in front of the whiteboard,"chair-table,table-whiteboard"
scene0476_00-bag-2-31-25,the brown bag hanging off the desk,bag-desk
scene0536_00-lamp-2-18-14,a brown lower and upper cabinet is behind this lamp ,"kitchen cabinet-lamp,cabinet-lamp"
scene0439_00-towel-2-14-11,the towel beside fridge,towel-refrigerator
scene0498_00-coffee_maker-2-3-24,pick the larger coffee maker on the right ,coffee maker
scene0623_00-door-2-9-18,the door nearest the sofa,door-sofa
scene0584_00-box-2-28-27,pick the box that has a projector on top ,projector-box
scene0705_00-chair-6-4-1-2-3-5-14,when facing the whiteboard  in the far side of the table  the rightmost chair,"table-chair,whiteboard-table"
scene0273_00-couch-4-18-0-1-17,the smallest of the couches,couch-alarm clock
scene0415_00-towel-4-19-18-20-22,the white towel on the bathroom floor,towel-bathroom stall
scene0341_00-picture-4-14-16-17-18,the long picture above the green sofa(loveseat) ,picture-sofa
scene0560_00-picture-3-23-11-15,the picture is near the blue doors,picture-doors
scene0279_00-pillow-5-49-17-26-27-50,pick the smaller  rectangular pillow near the edge of the bed ,pillow-bed
scene0540_00-kitchen_cabinets-2-5-27,select the cabinets above the refrigerator ,cabinets-refrigerator
scene0186_00-cabinet-6-31-10-12-13-32-47,the cabinet next to the shelf with colorful folders and it is exactly opposite to a computer monitor ,"cabinet-screen,cabinet-shelf"
scene0213_00-box-2-28-26,the brown box immediately left of the sofa ,box-sofa
scene0106_00-couch-2-6-7,couch closest to the tv,couch-tv
scene0160_00-couch-3-10-8-9,the couch directly across the room from the darkest brown couch  and it is not leaning against a wall ,"couch-couch,couch-wall"
scene0040_00-whiteboard-3-24-20-41,the white board closest to the orange couch  it is the whiteboard farthest from the door next to the bookshelf,"whiteboard-bookshelf,whiteboard-couch,whiteboard-door"
scene0109_00-cabinets-2-5-4,this is a section of counter and cupboards to the far left of the room  approximately 1 4 or the counter and cupboard ,counter-cabinet
scene0180_00-table-4-0-1-22-27,choose the entire long conference table and all the chairs around it ,dining table-chair
scene0017_00-trash_can-3-20-18-19,the trash can farthest from the door by itself ,trash can-door
scene0166_00-bookshelf-2-19-2,this bookshelf sits above a dresser ,bookshelf-dresser
scene0186_00-desk-2-1-0,facing the windows  the desk on the right ,desk-window
scene0233_00-cabinet-2-29-28,facing the door  the cabinet to the left ,"cabinet-person,cabinet-door"
scene0694_00-pillow-6-29-23-24-28-31-32,the pillow between the red table and the other pillow in the corner,"pillow-object,pillow-pool table"
scene0641_00-couch-4-1-0-2-3,when standing in the middle of the room facing the couches  the correct couch is the far right ,"couch-centerpiece,couch-banner"
scene0189_00-bench-6-1-2-3-4-6-25,face the wall with 3 long benches  the bench will be the further on to the left,"bench-wall,bench-airplane"
scene0501_00-bottle-6-26-17-23-25-36-39,this bottle is inside the tub area  along the length of the tub in the middle of 3 bottles ,"bathtub-bottles,bottle-bathtub"
scene0151_00-doors-2-21-20,the double doors behind the round chairs with the small round ottoman,"doors-chair,chair-ottoman"
scene0045_00-table-3-4-6-7,the rectangular table against the wall ,table-wall
scene0186_00-cabinet-6-10-12-13-31-32-47,large cabinets in the middle of the room ,cabinet
scene0320_00-window-4-3-1-2-23,facing the long desk  the third window ,window-desk
scene0047_00-cabinet-3-16-0-35,the cabinet that has a printer sitting on top,printer-cabinet
scene0626_00-table-4-13-6-16-23,this is a smaller table next to a larger table with just one chair in front of it ,"foosball table-chair,foosball table-foosball table,table-foosball table"
scene0113_00-sofa_chair-3-4-2-3,the farthest chair from the blue wall ,chair-wall
scene0603_00-shelf-3-47-13-14,the shelf that sits right next to the tv,tv-shelf
scene0275_00-table-5-18-16-17-22-24,the long table with two chairs and a standing whiteboard behind it ,"table-chair,table-whiteboard"
scene0514_00-shelf-2-0-22,the shelf that is near the couch,shelf-couch
scene0448_00-towel-3-7-4-20,the correct towel is closer to the floor ,towel-floor
scene0276_00-table-2-8-9,this table is between a refrigerator and couch ,"refrigerator-table,table-couch"
scene0473_00-box-3-19-17-18,it is the tall white box that is not stacked ,box
scene0407_00-pillow-3-10-13-14,the pillow in the middle of the room,pillow-bed
scene0611_00-door-2-13-12,the gray door in the room ,door-bed
scene0186_00-desk-2-0-1,the larger desk next to the big potted plant ,desk-plant
scene0614_00-monitor-4-42-19-20-41,the horizontal monitor in the dual monitor set,monitor-monitor
scene0505_00-keyboard-4-40-41-42-48,the keyboard not in front of a monitor,keyboard-monitor
scene0162_00-chair-3-2-0-1,chair at the table in the middle near wall,"table-wall,chair-table"
scene0229_00-lamp-2-11-12,this is the lamp on top of desk,lamp-desk
scene0336_00-cabinet-3-46-21-31,the cabinet directly in front of the window ,cabinet-window
scene0520_00-chair-6-15-14-16-25-26-27,choose the chair at the white table facing the couches ,"chair-table,table-sofa"
scene0613_00-book-3-20-11-14,books are by the window,books-window
scene0179_00-keyboard-2-17-11,there are two monitors right next to each other  it is the keyboard right in front of those monitors ,screen-keyboard
scene0604_00-cabinet-2-9-8,find the lower cabinet that is right in front of the plants ,cabinet-plant
scene0006_00-chair-3-6-5-7,the chair on the left hand side of the brown dresser,chair-dresser
scene0201_00-kitchen_cabinets-3-15-10-12,the cabinets that house the sink,cabinets-sink
scene0239_00-ottoman-2-17-16,the smooth ottoman ,airplane
scene0515_00-bar-4-59-62-70-71,the bar next to  not behind  the toilet ,bar-toilet
scene0010_00-chair-5-37-35-36-38-39,the chair closest to the square floor fan ,chair-fan
scene0443_00-bookshelf-3-27-12-25,the short longer bookshelf against the wall with a black computer chair in front of it,"book-wall,bookshelf-chair"
scene0533_00-chair-2-0-1,the chair  farthest from the blue couch,chair-couch
scene0024_00-plant-5-53-26-46-51-52,the smaller plant closest to the front of the table the lamp is on ,"plant-table,lamp-table"
scene0094_00-sign-2-13-19,this small sign is on a counter top under paned glass ,"counter-glass,sign-counter"
scene0547_00-desk-2-0-52,if you are looking at the ladder from the door  it is the desk on the left ,"desk-ladder,ladder-door"
scene0255_00-printer-2-19-20,the printer that is at the end of the counter and not tucked away in the corner ,printer-counter
scene0603_00-chair-6-2-1-3-4-5-28,choose the wooden chair seating under the windowsill ,chair-windowsill
scene0464_00-chair-4-1-0-57-58,this chair is the only one that touches the striped rug ,chair-rug
scene0336_00-cabinet-3-21-31-46,the cabinet closest to the door and underneath the oval shaped mirror ,"cabinet-mirror,cabinet-door"
scene0649_00-kitchen_cabinet-2-9-30,the kitchen cabinets underneath the sink ,kitchen cabinets-sink
scene0694_00-pillow-6-28-23-24-29-31-32,the pillow closest to the brown round table,pillow-table
scene0433_00-chair-5-6-7-8-9-10,the chair pushed in at the head of the table,chair-table
scene0537_00-chair-4-9-8-10-12,the chair facing the wall further away from sofas,"chair-couch,chair-wall"
scene0297_00-couch-2-6-5,the sofa not near the window,sofa-window
scene0394_00-sink-2-31-18,the sink to the left of the three pictures,sink-pictures
scene0101_00-backpack-2-68-66,the backpack closest to the stove ,backpack-stove
scene0590_00-chair-3-15-14-46,the chair that is pushed in under the desk ,chair-desk
scene0233_00-shelf-2-30-31,the shelf with a picture frame,frame-shelf
scene0126_00-books-6-36-33-34-35-37-38,the bottom books of the tallest bookshelf,"books-bookshelf,bookshelf-sofa"
scene0162_00-chair-3-2-0-1,it is the chair in the middle  against the wall ,chair-wall
scene0247_00-window-4-13-17-18-24,the tall window with the recycling bin in front of it near the kitchen,"window-recycling bin,recycling bin-kitchen cabinet"
scene0516_00-door-3-26-15-16,the door with a green bag in front of it,door-bag
scene0345_00-door-2-26-32,choose the door closes to the wall of photos ,door-wall
scene0555_00-monitor-2-32-22,the monitor farthest from the windows ,monitor-window
scene0112_00-toilet_paper-2-6-5,the top roll of toilet paper,person-toilet paper
scene0024_00-lamp-2-57-58,choose the table lamp next to the narrow window ,table lamp-window
scene0142_00-monitor-5-35-0-25-40-41,when standing infront of the door  with your back to it  the correct monitor is second from the left ,"door-monitor,monitor-person"
scene0476_00-telephone-2-32-24,this telephone is on a small file cabinet ,telephone-file cabinet
scene0272_00-chair-3-4-3-5,the chair is next to the bookcase,chair-bookshelf
scene0176_00-picture-4-17-11-12-16,when standing in the middle of the room facing the window  the correct picture is on the left side and farthest from the window ,"picture-centerpiece,picture-window"
scene0008_00-window-2-23-20,this window is next to the brown wall ,window-wall
scene0092_00-monitor-3-51-32-53,choose the monitor on the floor in front of the hamper ,"monitor-hamper,monitor-floor"
scene0226_00-plant-2-21-20,the large plant sitting on the floor in the corner of the room ,"plant-floor,plant-person"
scene0499_00-radiator-4-2-7-10-41,face  the couch and then look at the radiator against the wall behind it ,"couch-radiator,radiator-wall"
scene0446_00-toilet_paper-5-20-18-19-21-33,the toilet paper on its own shelf above the toilet,"shelf-toilet,toilet paper-shelf"
scene0698_00-lamp-3-16-17-22,the lamp on the left side of the bed ,lamp-bed
scene0155_00-table-2-4-3,the table with two lamps and all the chairs are pushed in ,"table-chair,table-lamp"
scene0161_00-chair-3-5-3-4,the chair closest to the round table ,chair-table
scene0166_00-lamp-2-43-9,the tall dark colored lamp next to the bookshelf ,lamp-bookshelf
scene0140_00-door-2-40-34,the door near the white board or closest to the 9 on the clock ,"door-clock,door-blackboard"
scene0419_00-towel-4-63-60-67-68,the towel next to the fridge,towel-refrigerator
scene0566_00-whiteboard-2-5-15,the very long whiteboard,airplane
scene0233_00-trash_can-3-45-5-40,the correct trash can is grey and is beside the bed with the blue sheet ,"trash can-bed,pillow-bed"
scene0114_00-chair-4-2-3-4-5,the black chair facing the two computer screens ,chair-screen
scene0383_00-shelf-3-21-5-24,it is the tall bookshelf behind the blue chair ,bookshelf-chair
scene0309_00-door-2-37-58,choose the door closes to the red hand trucks ,door-cart
scene0259_00-lamp-2-6-15,the lamp on the grey desk,lamp-desk
scene0162_00-chair-3-1-0-2,the farthermost chair,airplane
scene0589_00-books-2-1-2,choose the lower section of books ,books
scene0397_00-suitcase-2-11-30,the suitcase at the foot of the bed ,bed-suitcase
scene0517_00-trash_can-2-10-11,the trash can next to the black office chair ,trash can-office chair
scene0326_00-pillow-4-10-9-11-12,the pillow on the left hand side of the loveseat,pillow-couch
scene0335_00-chair-4-27-23-24-25,the chair that is close to the window,chair-window
scene0285_00-office_chair-3-15-13-14,the office chair is gray  and in the middle of the table,chair-table
scene0238_00-desk-3-4-5-7,the desk in the corner of the room next to the whiteboard,desk-whiteboard
scene0384_00-pipe-2-26-27,this pipe is the long one  closest to the ground,"pipe-airplane,pipe-floor"
scene0155_00-trash_can-3-34-23-32,trash can next to the door,trash can-door
scene0597_00-coffee_maker-2-15-14,the coffee maker that is to the left of the sink  next to what looks like a microwave oven ,"coffee maker-sink,coffee maker-microwave"
scene0200_00-door-2-9-6,the door that is on the joining wall that the bed is on ,"door-wall,wall-bed"
scene0505_00-window-3-26-2-3,the window above the door ,window-door
scene0166_00-bookshelf-2-2-19,the tall bookshelf in between the two doors ,bookshelf-doors
scene0024_00-window-4-48-18-45-50,the window in the middle of the three,"chest-airplane,window-centerpiece"
